,P,strahlung,H_sun,temp,WS10m,Int,month,day,hour,art,strom,ww,heiz
9019,0.0,0.0,0.0,-3.73,1.66,0.0,1,11,19,1,0.9189919,0.46285802,0.53791136
9020,0.0,0.0,0.0,-4.76,1.79,0.0,1,11,20,1,0.88359576,0.4257805,0.5475841
9021,0.0,0.0,0.0,-4.62,1.72,0.0,1,11,21,1,0.6181398,0.35780534,0.56548655
9022,0.0,0.0,0.0,-3.76,1.59,0.0,1,11,22,1,0.5129038,0.28109342,0.57355446
9023,0.0,0.0,0.0,-3.77,1.31,0.0,1,11,23,1,0.44284815,0.18713681,0.5829132
9024,0.0,0.0,0.0,-3.89,1.1,0.0,1,12,0,2,0.23065014,0.17774239,0.57082385
9025,0.0,0.0,0.0,-4.26,0.97,0.0,1,12,1,2,0.1367919,0.11096436,0.58034843
9026,0.0,0.0,0.0,-4.66,0.62,0.0,1,12,2,2,0.071182184,0.06967498,0.59012645
9027,0.0,0.0,0.0,-4.78,0.14,0.0,1,12,3,2,0.03853635,0.045030117,0.5984681
9028,0.0,0.0,0.0,-4.95,0.55,0.0,1,12,4,2,0.036866404,0.046647433,0.60092163
9029,0.0,0.0,0.0,-5.14,0.48,0.0,1,12,5,2,0.03997636,0.05354013,0.60210264
9030,0.0,0.0,0.0,-5.2,0.34,0.0,1,12,6,2,0.039285935,0.084045164,0.60500324
9031,0.0,0.0,0.0,-6.02,0.9,0.0,1,12,7,2,0.04919907,0.12706588,0.59220004
9032,1023.1,129.78,8.09,-5.94,0.69,0.0,1,12,8,2,0.15769808,0.39200443,0.54631186
9033,3136.6,366.63,14.19,-4.2,0.69,0.0,1,12,9,2,0.45555514,0.7506195,0.49803528
9034,2471.7,292.91,18.29,-1.69,0.9,0.0,1,12,10,2,0.7529356,0.8294098,0.47948512
9035,3273.7,387.46,20.03,-0.28,1.24,0.0,1,12,11,2,0.90336895,0.8632055,0.46971235
9036,0.0,0.0,0.0,-0.32,1.66,0.0,1,12,12,2,0.93755335,0.77709067,0.492155
9037,0.0,0.0,0.0,-0.67,2.0,0.0,1,12,13,2,0.8726032,0.66340303,0.516501
9038,2623.4,311.22,10.51,-1.09,2.07,0.0,1,12,14,2,0.72997725,0.5531803,0.53309536
9039,310.8,51.28,3.38,-2.46,2.28,0.0,1,12,15,2,0.49082714,0.45825273,0.54444265
9040,0.0,0.0,0.0,-3.94,2.34,0.0,1,12,16,2,0.42608637,0.46648714,0.54169655
9041,0.0,0.0,0.0,-4.84,2.34,0.0,1,12,17,2,0.4252927,0.5222801,0.5295638
9042,0.0,0.0,0.0,-5.31,2.34,0.0,1,12,18,2,0.5694003,0.5625908,0.5239367
9043,0.0,0.0,0.0,-6.03,2.41,0.0,1,12,19,2,0.69014883,0.5654524,0.5222311
9044,0.0,0.0,0.0,-6.32,2.48,0.0,1,12,20,2,0.69194996,0.5177201,0.52719134
9045,0.0,0.0,0.0,-6.65,2.48,0.0,1,12,21,2,0.5532642,0.4332188,0.53820485
9046,0.0,0.0,0.0,-6.85,2.55,0.0,1,12,22,2,0.4876506,0.35104895,0.5506086
9047,0.0,0.0,0.0,-7.17,2.62,0.0,1,12,23,2,0.37112898,0.2292309,0.57297945
9048,0.0,0.0,0.0,-7.56,2.69,0.0,1,13,0,0,0.16341358,0.118272126,0.58517605
9049,0.0,0.0,0.0,-7.82,2.69,0.0,1,13,1,0,0.07423794,0.053995382,0.5969898
9050,0.0,0.0,0.0,-8.21,2.69,0.0,1,13,2,0,0.043408133,0.024104502,0.60905653
9051,0.0,0.0,0.0,-8.28,2.55,0.0,1,13,3,0,0.034772765,0.020883912,0.60883665
9052,0.0,0.0,0.0,-8.28,2.41,0.0,1,13,4,0,0.03922847,0.07263417,0.6004659
9053,0.0,0.0,0.0,-8.08,2.21,0.0,1,13,5,0,0.051516827,0.21650805,0.5799725
9054,0.0,0.0,0.0,-7.97,2.07,0.0,1,13,6,0,0.20442837,0.58200467,0.5275717
9055,0.0,0.0,0.0,-6.96,1.59,0.0,1,13,7,0,0.50187826,0.61894685,0.52325815
9056,1114.7,139.32,8.19,-6.59,1.31,0.0,1,13,8,0,0.56916624,0.5592493,0.5295215
9057,1534.9,184.69,14.31,-5.3,1.31,0.0,1,13,9,0,0.52470857,0.41842481,0.5549978
9058,1191.6,148.8,18.44,-3.57,1.31,0.0,1,13,10,0,0.4814697,0.3712339,0.56366426
9059,1982.7,237.49,20.2,-1.84,1.24,0.0,1,13,11,0,0.4733469,0.34114668,0.56927985
9060,4401.4,526.55,19.39,-0.37,0.97,0.0,1,13,12,0,0.51731515,0.3339273,0.569929
9061,3772.2,450.77,16.12,0.25,0.76,0.0,1,13,13,0,0.56193745,0.30582935,0.5740777
9062,2685.2,322.55,10.69,0.3,0.9,0.0,1,13,14,0,0.4894229,0.26848796,0.58101374
9063,658.8,94.24,3.57,-1.76,1.66,0.0,1,13,15,0,0.414903,0.2334882,0.58711094
9064,0.0,0.0,0.0,-3.61,1.72,0.0,1,13,16,0,0.38949135,0.2859981,0.5730827
9065,0.0,0.0,0.0,-3.28,1.52,0.0,1,13,17,0,0.4701132,0.41094482,0.55461365
9066,0.0,0.0,0.0,-3.58,1.45,0.0,1,13,18,0,0.6611706,0.43213508,0.5551109
9067,0.0,0.0,0.0,-7.34,1.93,0.0,1,13,19,0,0.83652633,0.5693957,0.5317225
9068,0.0,0.0,0.0,-7.62,1.86,0.0,1,13,20,0,0.7987596,0.6150199,0.5250591
9069,0.0,0.0,0.0,-7.59,1.79,0.0,1,13,21,0,0.6407314,0.57228225,0.529738
9070,0.0,0.0,0.0,-7.75,1.72,0.0,1,13,22,0,0.51828164,0.30463022,0.56908756
9071,0.0,0.0,0.0,-7.97,1.72,0.0,1,13,23,0,0.3646167,0.18984795,0.5852199
9072,0.0,0.0,0.0,-8.28,1.72,0.0,1,14,0,0,0.16302496,0.11800705,0.5847732
9073,0.0,0.0,0.0,-8.73,1.79,0.0,1,14,1,0,0.0735862,0.05383915,0.59655195
9074,0.0,0.0,0.0,-8.78,1.72,0.0,1,14,2,0,0.043028437,0.024148474,0.6088075
9075,0.0,0.0,0.0,-8.01,1.59,0.0,1,14,3,0,0.03491968,0.020879839,0.6089538
9076,0.0,0.0,0.0,-7.71,1.45,0.0,1,14,4,0,0.03951793,0.07205747,0.600781
9077,0.0,0.0,0.0,-7.72,1.31,0.0,1,14,5,0,0.051579855,0.21631204,0.5801156
9078,0.0,0.0,0.0,-7.75,1.24,0.0,1,14,6,0,0.20433968,0.581924,0.52769583
9079,0.0,0.0,0.0,-7.52,1.03,0.0,1,14,7,0,0.5020656,0.61917794,0.5229411
9080,719.1,95.3,8.3,-7.29,1.1,0.0,1,14,8,0,0.56932956,0.55848455,0.52928144
9081,1016.4,127.71,14.44,-6.64,1.24,0.0,1,14,9,0,0.5253056,0.41809967,0.5543401
9082,991.4,126.19,18.59,-4.87,1.1,0.0,1,14,10,0,0.4822746,0.37122497,0.5630614
9083,1059.1,134.58,20.37,-3.44,1.03,0.0,1,14,11,0,0.4730121,0.34102124,0.56869364
9084,696.3,94.6,19.58,-2.07,1.17,0.0,1,14,12,0,0.51913524,0.33734924,0.569467
9085,639.1,87.91,16.31,-2.22,1.45,0.0,1,14,13,0,0.55477566,0.30729905,0.57375276
9086,468.7,68.26,10.89,-2.22,1.59,0.0,1,14,14,0,0.4833016,0.26772776,0.5806662
9087,56.9,16.08,3.76,-2.9,1.59,0.0,1,14,15,0,0.41387743,0.2332304,0.5867432
9088,0.0,0.0,0.0,-4.53,1.79,0.0,1,14,16,0,0.3896075,0.28608656,0.5728266
9089,0.0,0.0,0.0,-4.77,1.59,0.0,1,14,17,0,0.46951836,0.41099826,0.5545008
9090,0.0,0.0,0.0,-4.52,1.52,0.0,1,14,18,0,0.6597876,0.4322132,0.5550315
9091,0.0,0.0,0.0,-7.37,1.72,0.0,1,14,19,0,0.8365413,0.5694256,0.53171253
9092,0.0,0.0,0.0,-8.0,1.72,0.0,1,14,20,0,0.7991191,0.61525214,0.5249575
9093,0.0,0.0,0.0,-8.52,1.72,0.0,1,14,21,0,0.64063054,0.5730963,0.52944624
9094,0.0,0.0,0.0,-8.49,1.66,0.0,1,14,22,0,0.5183729,0.30421862,0.5690568
9095,0.0,0.0,0.0,-8.8,1.72,0.0,1,14,23,0,0.36469457,0.18953383,0.5851847
9096,0.0,0.0,0.0,-9.08,1.72,0.0,1,15,0,0,0.16259414,0.11771309,0.58432543
9097,0.0,0.0,0.0,-9.43,1.72,0.0,1,15,1,0,0.073088355,0.053719196,0.5962152
9098,0.0,0.0,0.0,-9.27,1.66,0.0,1,15,2,0,0.04270459,0.024186347,0.60859346
9099,0.0,0.0,0.0,-9.14,1.59,0.0,1,15,3,0,0.03430881,0.020896934,0.60846347
9100,0.0,0.0,0.0,-9.27,1.59,0.0,1,15,4,0,0.03873052,0.07364588,0.5999183
9101,0.0,0.0,0.0,-9.25,1.59,0.0,1,15,5,0,0.051312454,0.21714604,0.5795074
9102,0.0,0.0,0.0,-9.37,1.59,0.0,1,15,6,0,0.20499331,0.5825182,0.52678186
9103,0.0,0.0,0.0,-9.1,1.52,0.0,1,15,7,0,0.5025941,0.61982965,0.52204657
9104,612.8,82.74,8.42,-9.21,1.59,0.0,1,15,8,0,0.57139933,0.55922574,0.528315
9105,1023.5,127.45,14.57,-8.47,1.59,0.0,1,15,9,0,0.52747583,0.41883096,0.5534406
9106,1176.4,145.75,18.75,-5.89,1.38,0.0,1,15,10,0,0.4832575,0.3716028,0.5626167
9107,2738.9,320.38,20.54,-3.5,1.24,0.0,1,15,11,0,0.47489536,0.34179583,0.5684797
9108,3324.0,390.35,19.77,-1.96,1.24,0.0,1,15,12,0,0.51963013,0.3368817,0.5693298
9109,2551.2,302.21,16.5,-1.05,1.24,0.0,1,15,13,0,0.5568493,0.30845764,0.57387984
9110,2441.4,292.24,11.09,-0.57,1.1,0.0,1,15,14,0,0.48816055,0.2687806,0.5808329
9111,737.2,103.17,3.96,-1.86,1.38,0.0,1,15,15,0,0.41505018,0.23353878,0.5870891
9112,0.0,0.0,0.0,-4.01,1.66,0.0,1,15,16,0,0.3895419,0.28603655,0.57297134
9113,0.0,0.0,0.0,-3.9,1.45,0.0,1,15,17,0,0.4698657,0.41096708,0.5545667
9114,0.0,0.0,0.0,-4.17,1.38,0.0,1,15,18,0,0.6603028,0.43218407,0.55506104
9115,0.0,0.0,0.0,-6.51,1.52,0.0,1,15,19,0,0.8362518,0.5686266,0.5319795
9116,0.0,0.0,0.0,-6.63,1.45,0.0,1,15,20,0,0.7985935,0.61465955,0.5252471
9117,0.0,0.0,0.0,-6.99,1.52,0.0,1,15,21,0,0.6407939,0.5719041,0.52988243
9118,0.0,0.0,0.0,-7.18,1.52,0.0,1,15,22,0,0.518224,0.3049276,0.569112
9119,0.0,0.0,0.0,-7.09,1.38,0.0,1,15,23,0,0.36453405,0.19018145,0.58525723
9120,0.0,0.0,0.0,-7.16,1.24,0.0,1,16,0,0,0.16362987,0.11841964,0.5853998
9121,0.0,0.0,0.0,-7.24,1.17,0.0,1,16,1,0,0.07465611,0.054095197,0.59726876
9122,0.0,0.0,0.0,-7.42,1.03,0.0,1,16,2,0,0.04393968,0.024043687,0.6094015
9123,0.0,0.0,0.0,-7.68,0.76,0.0,1,16,3,0,0.035100047,0.020874854,0.60909694
9124,0.0,0.0,0.0,-7.87,0.55,0.0,1,16,4,0,0.039436497,0.07221895,0.60069263
9125,0.0,0.0,0.0,-8.14,0.34,0.0,1,16,5,0,0.051506296,0.21654074,0.57994866
9126,0.0,0.0,0.0,-8.29,0.21,0.0,1,16,6,0,0.20455733,0.58212215,0.52739114
9127,0.0,0.0,0.0,-8.86,0.07,0.0,1,16,7,0,0.50251377,0.6197307,0.52218246
9128,2251.4,264.63,8.54,-8.65,0.28,0.0,1,16,8,0,0.57346535,0.5636804,0.5280899
9129,3696.0,428.87,14.72,-7.25,0.21,0.0,1,16,9,0,0.5399883,0.42206705,0.5529645
9130,4330.4,511.68,18.91,-4.82,0.14,0.0,1,16,10,0,0.5081837,0.37352952,0.56039155
9131,4562.9,548.85,20.73,-2.29,0.07,0.0,1,16,11,0,0.49056467,0.33918148,0.5669428
9132,4423.4,536.57,19.96,-0.35,0.0,0.0,1,16,12,0,0.51738834,0.3337237,0.5699204
9133,3958.6,478.86,16.71,0.82,0.14,0.0,1,16,13,0,0.5628866,0.3054197,0.57419485
9134,2915.2,352.86,11.29,1.24,0.28,0.0,1,16,14,0,0.49065796,0.26821363,0.58121246
9135,855.4,117.97,4.16,0.06,1.17,0.0,1,16,15,0,0.4150225,0.23343161,0.5876315
9136,0.0,0.0,0.0,-3.05,1.72,0.0,1,16,16,0,0.3894207,0.2859443,0.5732385
9137,0.0,0.0,0.0,-3.11,1.52,0.0,1,16,17,0,0.47018108,0.41093874,0.55462646
9138,0.0,0.0,0.0,-3.33,1.38,0.0,1,16,18,0,0.6615379,0.43211436,0.55513203
9139,0.0,0.0,0.0,-5.16,1.38,0.0,1,16,19,0,0.837126,0.5679349,0.5322277
9140,0.0,0.0,0.0,-5.66,1.38,0.0,1,16,20,0,0.79979503,0.61405784,0.52539384
9141,0.0,0.0,0.0,-6.28,1.38,0.0,1,16,21,0,0.64086777,0.5714565,0.5300532
9142,0.0,0.0,0.0,-6.59,1.31,0.0,1,16,22,0,0.5181642,0.3052355,0.5691373
9143,0.0,0.0,0.0,-6.74,1.17,0.0,1,16,23,0,0.36450118,0.19031416,0.58527213
9144,0.0,0.0,0.0,-6.92,1.1,0.0,1,17,0,0,0.1637596,0.118508205,0.5855341
9145,0.0,0.0,0.0,-7.09,1.03,0.0,1,17,1,0,0.07476465,0.05412103,0.59734094
9146,0.0,0.0,0.0,-7.12,0.9,0.0,1,17,2,0,0.044143133,0.02402063,0.60953254
9147,0.0,0.0,0.0,-6.9,0.9,0.0,1,17,3,0,0.035529975,0.02086307,0.6094352
9148,0.0,0.0,0.0,-6.46,0.97,0.0,1,17,4,0,0.04015992,0.07080754,0.60147196
9149,0.0,0.0,0.0,-6.01,1.1,0.0,1,17,5,0,0.051880274,0.21538267,0.5807951
9150,0.0,0.0,0.0,-5.75,1.17,0.0,1,17,6,0,0.20353483,0.58119017,0.5288238
9151,0.0,0.0,0.0,-5.66,1.52,0.0,1,17,7,0,0.50129837,0.6183531,0.5239957
9152,96.3,21.76,8.67,-5.04,1.72,0.0,1,17,8,0,0.56557477,0.55529726,0.5306646
9153,116.0,24.6,14.87,-3.72,1.66,0.0,1,17,9,0,0.5200304,0.41536713,0.55577606
9154,673.3,91.76,19.08,-2.48,1.66,0.0,1,17,10,0,0.4800795,0.37045795,0.5641119
9155,713.1,96.49,20.92,-1.87,1.79,0.0,1,17,11,0,0.47163883,0.3404876,0.5693516
9156,610.1,85.14,20.17,-0.76,1.66,0.0,1,17,12,0,0.51871824,0.3369281,0.56987625
9157,871.0,115.11,16.92,0.29,1.52,0.0,1,17,13,0,0.5557417,0.30755043,0.5743479
9158,374.0,57.7,11.5,0.11,1.59,0.0,1,17,14,0,0.48313755,0.26759332,0.5812622
9159,109.9,24.29,4.36,-0.22,1.79,0.0,1,17,15,0,0.41365185,0.23302335,0.5874923
9160,0.0,0.0,0.0,-0.51,1.93,0.0,1,17,16,0,0.38910013,0.28570038,0.5739452
9161,0.0,0.0,0.0,-0.85,2.07,0.0,1,17,17,0,0.47108355,0.41085768,0.5547976
9162,0.0,0.0,0.0,-0.89,2.07,0.0,1,17,18,0,0.66511303,0.4319118,0.55533814
9163,0.0,0.0,0.0,-0.65,2.14,0.0,1,17,19,0,0.84001935,0.5656222,0.53305674
9164,0.0,0.0,0.0,-0.51,2.07,0.0,1,17,20,0,0.8060839,0.61085725,0.526173
9165,0.0,0.0,0.0,-0.3,2.14,0.0,1,17,21,0,0.6404888,0.563513,0.5320233
9166,0.0,0.0,0.0,-0.27,2.28,0.0,1,17,22,0,0.5171541,0.30803674,0.5694555
9167,0.0,0.0,0.0,0.01,2.62,0.0,1,17,23,0,0.36386773,0.1928884,0.5855584
9168,0.0,0.0,0.0,0.58,3.31,0.0,1,18,0,1,0.18738547,0.13978046,0.5793433
9169,0.0,0.0,0.0,1.24,4.14,0.0,1,18,1,1,0.11619434,0.0903164,0.58961976
9170,0.0,0.0,0.0,1.68,4.69,0.0,1,18,2,1,0.06648451,0.05797412,0.6000096
9171,0.0,0.0,0.0,1.86,4.9,0.0,1,18,3,1,0.037112277,0.036714062,0.6102015
9172,0.0,0.0,0.0,1.82,4.97,0.0,1,18,4,1,0.035187356,0.0361651,0.61487955
9173,0.0,0.0,0.0,1.42,4.83,0.0,1,18,5,1,0.042476933,0.04427397,0.61673295
9174,0.0,0.0,0.0,1.18,4.55,0.0,1,18,6,1,0.06604429,0.06928482,0.61197454
9175,0.0,0.0,0.0,1.35,4.69,0.0,1,18,7,1,0.15656747,0.16194133,0.58909327
9176,599.0,84.47,8.8,1.73,4.76,0.0,1,18,8,1,0.35882312,0.38518056,0.56020087
9177,1758.9,213.32,15.02,1.88,5.31,0.0,1,18,9,1,0.5574441,0.6182102,0.5312037
9178,540.2,77.57,19.26,1.75,5.45,0.0,1,18,10,1,0.6355077,0.6945483,0.5132264
9179,812.9,108.79,21.11,1.53,5.38,0.0,1,18,11,1,0.6594378,0.70932555,0.5065173
9180,805.0,107.84,20.38,1.5,5.79,0.0,1,18,12,1,0.72074264,0.6136915,0.52384317
9181,904.3,118.84,17.13,1.45,5.17,0.0,1,18,13,1,0.74850106,0.5205376,0.53960216
9182,897.0,117.79,11.71,1.49,5.86,0.0,1,18,14,1,0.67765397,0.42676368,0.5538394
9183,317.6,52.04,4.57,0.96,5.38,0.0,1,18,15,1,0.60759443,0.36703017,0.5648
9184,0.0,0.0,0.0,0.61,4.28,0.0,1,18,16,1,0.5941119,0.38571,0.5590366
9185,0.0,0.0,0.0,0.34,3.93,0.0,1,18,17,1,0.71087795,0.43210286,0.5483714
9186,0.0,0.0,0.0,-0.14,3.72,0.0,1,18,18,1,0.8539639,0.45525324,0.5426166
9187,0.0,0.0,0.0,0.02,3.38,0.0,1,18,19,1,0.92165154,0.4638375,0.53823066
9188,0.0,0.0,0.0,-0.34,3.17,0.0,1,18,20,1,0.87919796,0.4258467,0.54819036
9189,0.0,0.0,0.0,-0.86,3.1,0.0,1,18,21,1,0.61662525,0.3548425,0.5660449
9190,0.0,0.0,0.0,-1.25,3.1,0.0,1,18,22,1,0.5183093,0.28033,0.5734897
9191,0.0,0.0,0.0,-1.28,3.1,0.0,1,18,23,1,0.4475817,0.18647663,0.5828664
9192,0.0,0.0,0.0,-1.36,2.9,0.0,1,19,0,2,0.23373431,0.17955008,0.57188714
9193,0.0,0.0,0.0,-1.06,2.76,0.0,1,19,1,2,0.1395628,0.11246897,0.58167744
9194,0.0,0.0,0.0,-0.84,2.55,0.0,1,19,2,2,0.07233454,0.0704354,0.5919064
9195,0.0,0.0,0.0,-0.76,2.41,0.0,1,19,3,2,0.039216615,0.045561306,0.6003289
9196,0.0,0.0,0.0,-0.81,2.14,0.0,1,19,4,2,0.036830798,0.04648141,0.60302466
9197,0.0,0.0,0.0,-0.94,1.93,0.0,1,19,5,2,0.03993728,0.053348217,0.604234
9198,0.0,0.0,0.0,-1.38,1.66,0.0,1,19,6,2,0.038950253,0.08651722,0.6066892
9199,0.0,0.0,0.0,-1.43,1.52,0.0,1,19,7,2,0.050550275,0.1329748,0.592981
9200,2660.3,320.53,8.94,-1.08,0.97,0.0,1,19,8,2,0.17385347,0.42709175,0.5475543
9201,4426.6,530.83,15.19,-0.13,1.1,0.0,1,19,9,2,0.4689982,0.76268923,0.49942973
9202,5751.0,700.05,19.45,0.44,1.72,0.0,1,19,10,2,0.792752,0.8517999,0.47547135
9203,6109.6,755.51,21.32,1.33,1.52,0.0,1,19,11,2,0.9178654,0.86743367,0.46761337
9204,5941.3,732.99,20.59,2.02,1.66,0.0,1,19,12,2,0.9437167,0.7672612,0.4970365
9205,5098.3,619.56,17.35,2.13,1.66,0.0,1,19,13,2,0.87178534,0.65915316,0.51740444
9206,3633.3,437.49,11.93,1.98,1.52,0.0,1,19,14,2,0.72078854,0.54621416,0.5348584
9207,1119.0,150.07,4.79,2.21,0.97,0.0,1,19,15,2,0.4888876,0.45497677,0.54654884
9208,0.0,0.0,0.0,2.25,0.62,0.0,1,19,16,2,0.42791888,0.4663784,0.5433234
9209,0.0,0.0,0.0,1.8,0.55,0.0,1,19,17,2,0.43223324,0.52401584,0.53051764
9210,0.0,0.0,0.0,-0.48,1.38,0.0,1,19,18,2,0.5850975,0.5643389,0.5245813
9211,0.0,0.0,0.0,0.81,0.34,0.0,1,19,19,2,0.6997378,0.5600174,0.52402323
9212,0.0,0.0,0.0,-0.97,1.17,0.0,1,19,20,2,0.69982773,0.5133264,0.5285917
9213,0.0,0.0,0.0,-2.19,1.17,0.0,1,19,21,2,0.55915433,0.42900804,0.5394597
9214,0.0,0.0,0.0,-2.01,0.97,0.0,1,19,22,2,0.4834593,0.3466416,0.5520893
9215,0.0,0.0,0.0,-1.94,0.83,0.0,1,19,23,2,0.36874512,0.22826554,0.5741469
9216,0.0,0.0,0.0,-2.14,0.48,0.0,1,20,0,0,0.16636291,0.12028459,0.588205
9217,0.0,0.0,0.0,-2.58,0.41,0.0,1,20,1,0,0.07809542,0.05490361,0.59950763
9218,0.0,0.0,0.0,-2.88,0.69,0.0,1,20,2,0,0.047116663,0.023697093,0.611382
9219,0.0,0.0,0.0,-2.82,0.97,0.0,1,20,3,0,0.037862487,0.020801527,0.6112029
9220,0.0,0.0,0.0,-2.89,1.17,0.0,1,20,4,0,0.040895727,0.06934592,0.6025555
9221,0.0,0.0,0.0,-3.0,1.24,0.0,1,20,5,0,0.052413136,0.21375388,0.5819903
9222,0.0,0.0,0.0,-2.77,1.24,0.0,1,20,6,0,0.20233993,0.580096,0.530504
9223,0.0,0.0,0.0,-3.7,1.72,0.0,1,20,7,0,0.49900696,0.6168993,0.52512264
9224,2502.2,299.4,9.09,-2.11,1.52,0.0,1,20,8,0,0.5662934,0.5609503,0.5314038
9225,5126.5,622.13,15.36,0.57,1.31,0.0,1,20,9,0,0.5505827,0.4210212,0.554168
9226,5895.5,727.68,19.64,1.7,1.45,0.0,1,20,10,0,0.5258637,0.37297472,0.5603125
9227,6339.2,793.15,21.53,2.73,1.59,0.0,1,20,11,0,0.5121774,0.3367337,0.5657559
9228,5851.0,730.41,20.81,4.13,1.52,0.0,1,20,12,0,0.5342753,0.33161008,0.56905293
9229,0.0,0.0,0.0,4.76,1.45,0.0,1,20,13,0,0.5559446,0.30701724,0.57552886
9230,3527.7,432.35,12.15,5.21,1.17,0.0,1,20,14,0,0.4933074,0.26788372,0.58211446
9231,975.1,132.6,5.0,3.04,1.93,0.0,1,20,15,0,0.41485032,0.2332185,0.5884566
9232,0.0,0.0,0.0,1.36,2.41,0.0,1,20,16,0,0.38886422,0.28552082,0.57446533
9233,0.0,0.0,0.0,0.7,2.48,0.0,1,20,17,0,0.47170258,0.4108021,0.55491495
9234,0.0,0.0,0.0,0.96,2.76,0.0,1,20,18,0,0.66781104,0.43175825,0.5554945
9235,0.0,0.0,0.0,1.84,3.17,0.0,1,20,19,0,0.8407789,0.56404287,0.53356075
9236,0.0,0.0,0.0,2.76,3.79,0.0,1,20,20,0,0.80750453,0.6077205,0.5268611
9237,0.0,0.0,0.0,3.62,4.28,0.0,1,20,21,0,0.6398277,0.55656546,0.533533
9238,0.0,0.0,0.0,3.8,4.83,0.0,1,20,22,0,0.5151551,0.30799505,0.5698324
9239,0.0,0.0,0.0,3.89,5.24,0.0,1,20,23,0,0.36265278,0.19345525,0.5858391
9240,0.0,0.0,0.0,3.56,5.79,0.0,1,21,0,0,0.16951048,0.12243286,0.59138316
9241,0.0,0.0,0.0,3.31,5.66,0.0,1,21,1,0,0.08264975,0.05594165,0.6023316
9242,0.0,0.0,0.0,3.03,4.69,0.0,1,21,2,0,0.05158981,0.023265308,0.6139283
9243,0.0,0.0,0.0,2.84,4.21,0.0,1,21,3,0,0.04137628,0.02068755,0.61352277
9244,0.0,0.0,0.0,2.62,3.79,0.0,1,21,4,0,0.04207287,0.06703898,0.6038631
9245,0.0,0.0,0.0,2.18,3.66,0.0,1,21,5,0,0.053337704,0.21120675,0.58391005
9246,0.0,0.0,0.0,1.73,3.79,0.0,1,21,6,0,0.20004407,0.57832605,0.53306216
9247,0.0,0.0,0.0,1.52,3.79,0.0,1,21,7,0,0.49303403,0.6129538,0.5281285
9248,3380.1,404.06,9.24,1.46,4.14,0.0,1,21,8,0,0.56438315,0.5617028,0.53257376
9249,4506.6,531.68,15.53,1.78,4.07,0.0,1,21,9,0,0.53243756,0.42028937,0.5565457
9250,6082.4,718.16,19.84,2.2,6.07,0.0,1,21,10,0,0.52307725,0.372908,0.5607603
9251,1446.3,180.15,21.74,2.8,5.31,0.0,1,21,11,0,0.4700704,0.33980596,0.57095695
9252,292.7,48.24,21.04,2.92,4.97,0.0,1,21,12,0,0.51742643,0.33568487,0.57102156
9253,323.7,52.03,17.81,2.62,4.07,0.0,1,21,13,0,0.5558262,0.30725893,0.57496583
9254,255.5,43.52,12.38,2.45,4.76,0.0,1,21,14,0,0.48290303,0.26743564,0.58186436
9255,27.4,11.35,5.22,1.87,4.21,0.0,1,21,15,0,0.41318572,0.23277251,0.58806354
9256,0.0,0.0,0.0,1.07,4.14,0.0,1,21,16,0,0.38890082,0.28554866,0.5743847
9257,0.0,0.0,0.0,0.61,4.14,0.0,1,21,17,0,0.47166666,0.4108053,0.55490816
9258,0.0,0.0,0.0,0.55,4.28,0.0,1,21,18,0,0.667214,0.43179226,0.5554598
9259,0.0,0.0,0.0,0.76,4.14,0.0,1,21,19,0,0.8405696,0.56477183,0.53333545
9260,0.0,0.0,0.0,0.34,3.93,0.0,1,21,20,0,0.80653423,0.6100778,0.52634573
9261,0.0,0.0,0.0,0.3,3.72,0.0,1,21,21,0,0.6403877,0.5624512,0.53225446
9262,0.0,0.0,0.0,0.11,3.38,0.0,1,21,22,0,0.5169675,0.3080328,0.5694907
9263,0.0,0.0,0.0,-0.06,3.24,0.0,1,21,23,0,0.3638742,0.19286151,0.5855555
9264,0.0,0.0,0.0,-0.25,3.03,0.0,1,22,0,0,0.16740146,0.12099333,0.5892597
9265,0.0,0.0,0.0,-0.38,2.83,0.0,1,22,1,0,0.07976903,0.055289164,0.6005632
9266,0.0,0.0,0.0,-0.13,2.55,0.0,1,22,2,0,0.04914602,0.023489527,0.6125798
9267,0.0,0.0,0.0,-0.28,2.34,0.0,1,22,3,0,0.039388187,0.020763291,0.61230195
9268,0.0,0.0,0.0,0.02,2.14,0.0,1,22,4,0,0.04146095,0.068251565,0.6034041
9269,0.0,0.0,0.0,0.02,1.86,0.0,1,22,5,0,0.052952927,0.21212856,0.58318853
9270,0.0,0.0,0.0,-0.01,2.07,0.0,1,22,6,0,0.20123804,0.57908195,0.5320595
9271,0.0,0.0,0.0,0.26,2.62,0.0,1,22,7,0,0.49437717,0.6139555,0.5273988
9272,621.1,86.67,9.41,0.17,2.28,0.0,1,22,8,0,0.5602199,0.55402327,0.53319764
9273,1001.7,129.55,15.72,0.31,2.28,0.0,1,22,9,0,0.5165342,0.41513216,0.5577551
9274,819.6,109.39,20.04,0.49,2.48,0.0,1,22,10,0,0.47696242,0.36977306,0.56546575
9275,615.2,86.08,21.97,0.75,3.17,0.0,1,22,11,0,0.47004342,0.33989003,0.57032233
9276,477.0,70.0,21.27,0.71,2.97,0.0,1,22,12,0,0.51819766,0.3364288,0.5703337
9277,212.8,37.84,18.04,0.53,2.9,0.0,1,22,13,0,0.5549691,0.30701065,0.57446414
